"","status","age_min","age_max","admin2guid","vaccine_type","activity_parent_code","date"
"4500","Done",0,60,673,"bOPV",47,"2018-11-03"
"4501","Done",0,60,753,"bOPV",43,"2019-07-29"
"4502","Done",0,60,38,"bOPV",14,"2023-10-13"
"4503","Done",0,60,343,"bOPV",29,"2020-02-01"
"4504","Done",0,60,520,"bOPV",13,"2022-01-22"
"4505","Done",0,60,629,"nOPV2",85,"2019-07-29"
"4506","Done",0,60,333,"nOPV2",45,"2021-06-25"
"4507","Done",0,60,774,"bOPV",65,"2016-09-16"
"4508","Done",0,60,362,"mOPV2",4,"2023-12-14"
"4509","Done",0,60,687,"nOPV2",44,"2019-07-29"
"4510","Done",0,60,464,"nOPV2",88,"2023-10-13"
"4511","Done",0,60,107,"mOPV2",18,"2023-09-29"
"4512","Done",0,35,399,"bOPV",47,"2022-11-05"
"4513","Done",0,60,663,"bOPV",4,"2022-01-22"
"4514","Done",0,60,246,"bOPV",110,"2018-06-26"
"4515","Done",0,60,559,"nOPV2",89,"2021-05-07"
"4516","Done",0,60,636,"bOPV",68,"2019-07-29"
"4517","Done",0,60,714,"mOPV2",68,"2019-03-16"
"4518","Done",0,60,281,"bOPV",11,"2022-05-13"
"4519","Done",0,60,294,"nOPV2",18,"2020-11-14"
"4520","Done",0,60,642,"mOPV2",38,"2016-09-16"
"4521","Done",0,60,132,"nOPV2",68,"2023-09-29"
"4522","Done",0,60,566,"bOPV",86,"2022-10-07"
"4523","Done",0,59,170,"bOPV",105,"2020-10-16"
"4524","Done",0,60,728,"bOPV",19,"2023-11-04"
"4525","Done",0,60,183,"IPV + bOPV",108,"2023-07-16"
"4526","Done",0,60,328,"mOPV2",90,"2017-04-21"
"4527","Done",0,60,421,"mOPV2",55,"2018-04-06"
"4528","Done",0,59,235,"nOPV2",109,"2018-08-31"
"4529","Done",0,60,525,"bOPV",68,"2022-01-22"
"4530","Done",0,60,213,"nOPV2",14,"2020-02-01"
"4531","Done",0,60,715,"bOPV",17,"2019-04-26"
"4532","Done",0,60,292,"nOPV2",47,"2023-11-04"
"4533","Done",0,60,668,"mOPV2",17,"2023-12-14"
"4534","Done",0,60,115,"nOPV2",110,"2023-11-04"
"4535","Done",0,60,95,"nOPV2",109,"2019-07-29"
"4536","Done",0,60,473,"bOPV",111,"2021-12-08"
"4537","Done",0,60,509,"bOPV",111,"2022-05-13"
"4538","Done",0,60,768,"nOPV2",38,"2017-03-25"
"4539","Done",0,60,86,"nOPV2",92,"2021-12-08"
"4540","Done",0,60,249,"nOPV2",87,"2018-04-06"
"4541","Done",0,60,491,"bOPV",65,"2022-05-13"
"4542","Done",0,60,620,"mOPV2",55,"2023-09-29"
"4543","Done",0,60,756,"bOPV",38,"2022-03-26"
"4544","Done",0,60,374,"bOPV",112,"2019-06-14"
"4545","Done",0,60,389,"bOPV",13,"2016-09-16"
"4546","Done",0,60,638,"nOPV2",111,"2021-05-07"
"4547","Done",0,60,494,"nOPV2",94,"2019-12-01"
"4548","Done",0,60,527,"nOPV2",90,"2018-06-26"
"4549","Done",0,60,203,"nOPV2",25,"2018-06-26"
"4550","Done",0,60,492,"bOPV",17,"2023-10-13"
"4551","Done",0,60,583,"bOPV",26,"2021-05-07"
"4552","Done",0,60,97,"nOPV2",111,"2019-07-12"
"4553","Done",0,59,249,"bOPV",111,"2021-09-03"
"4554","Done",0,60,615,"mOPV2",94,"2021-05-07"
"4555","Done",0,60,291,"mOPV2",109,"2023-12-14"
"4556","Done",0,60,490,"bOPV",18,"2020-03-07"
"4557","Done",0,60,521,"mOPV2",48,"2023-11-04"
"4558","Done",0,60,750,"bOPV",47,"2024-03-02"
"4559","Done",0,60,61,"nOPV2",77,"2016-07-08"
"4560","Done",0,60,478,"bOPV",48,"2022-02-19"
"4561","Done",0,60,95,"mOPV2",110,"2019-07-12"
"4562","Done",0,59,530,"bOPV",95,"2023-10-13"
"4563","Done",0,60,15,"bOPV",51,"2016-06-24"
"4564","Done",0,60,553,"nOPV2",12,"2019-12-01"
"4565","Done",0,60,747,"mOPV2",17,"2017-03-25"
"4566","Done",0,60,403,"IPV + bOPV",25,"2022-05-13"
"4567","Done",0,60,671,"bOPV",111,"2018-06-26"
"4568","Done",0,60,729,"bOPV",90,"2023-12-14"
"4569","Done",0,60,230,"nOPV2",11,"2023-12-14"
"4570","Done",0,60,668,"mOPV2",48,"2018-11-03"
"4571","Done",0,60,418,"bOPV",38,"2022-01-22"
"4572","Done",0,60,194,"nOPV2",82,"2023-05-12"
"4573","Done",0,60,629,"nOPV2",19,"2021-05-07"
"4574","Done",0,60,525,"bOPV",112,"2019-04-26"
"4575","Done",0,60,111,"bOPV",107,"2018-12-08"
"4576","Done",0,60,223,"IPV + bOPV",26,"2023-12-14"
"4577","Done",0,60,588,"bOPV",107,"2016-08-26"
"4578","Done",0,60,488,"bOPV",44,"2016-10-14"
"4579","Done",0,60,390,"nOPV2",88,"2016-10-14"
"4580","Done",0,60,586,"bOPV",77,"2018-01-20"
"4581","Done",0,60,158,"bOPV",55,"2023-10-13"
"4582","Done",0,60,592,"bOPV",18,"2019-03-16"
"4583","Done",0,60,276,"nOPV2",93,"2019-07-29"
"4584","Done",0,60,147,"bOPV",46,"2023-09-29"
"4585","Done",0,60,110,"mOPV2",88,"2023-09-29"
"4586","Done",0,59,288,"bOPV",13,"2023-07-16"
"4587","Done",0,59,641,"nOPV2",82,"2020-02-01"
"4588","Done",0,60,385,"bOPV",82,"2017-10-13"
"4589","Done",0,60,139,"bOPV",11,"2023-07-16"
"4590","Done",0,60,580,"bOPV",43,"2021-09-03"
"4591","Done",0,60,118,"nOPV2",19,"2019-07-29"
"4592","Done",0,60,223,"bOPV",107,"2016-05-13"
"4593","Done",0,60,755,"bOPV",92,"2016-09-16"
"4594","Done",0,60,365,"bOPV",37,"2018-12-08"
"4595","Done",0,60,390,"bOPV",48,"2017-04-21"
"4596","Done",0,60,665,"bOPV",18,"2023-09-29"
"4597","Done",0,60,585,"bOPV",55,"2016-11-12"
"4598","Done",0,59,34,"nOPV2",111,"2016-06-10"
"4599","Done",0,60,586,"bOPV",16,"2018-04-06"
"4600","Done",0,60,649,"nOPV2",45,"2018-06-26"
"4601","Done",0,60,163,"nOPV2",48,"2020-02-01"
"4602","Done",0,60,604,"nOPV2",50,"2018-06-26"
"4603","Done",0,60,409,"nOPV2",15,"2020-02-01"
"4604","Done",0,60,562,"bOPV",1,"2016-10-14"
"4605","Done",0,60,680,"mOPV2",89,"2023-12-14"
"4606","Done",0,60,161,"bOPV",77,"2019-11-30"
"4607","Done",0,60,627,"mOPV2",12,"2022-09-30"
"4608","Done",0,60,569,"bOPV",21,"2022-01-22"
"4609","Done",0,60,173,"mOPV2",44,"2017-11-04"
"4610","Done",0,60,28,"bOPV",77,"2019-12-01"
"4611","Done",0,60,88,"bOPV",107,"2022-01-22"
"4612","Done",0,60,560,"nOPV2",22,"2021-07-16"
"4613","Done",0,60,106,"nOPV2",81,"2022-01-22"
"4614","Done",0,60,276,"bOPV",43,"2021-12-08"
"4615","Done",0,59,233,"nOPV2",107,"2020-02-01"
"4616","Done",0,60,236,"nOPV2",77,"2018-04-06"
"4617","Done",0,59,86,"bOPV",82,"2018-04-06"
"4618","Done",0,60,395,"nOPV2",110,"2018-04-06"
"4619","Done",0,60,314,"nOPV2",109,"2021-10-08"
"4620","Done",0,60,303,"nOPV2",7,"2016-10-14"
"4621","Done",0,60,206,"bOPV",1,"2019-07-29"
"4622","Done",0,60,7,"bOPV",47,"2019-04-12"
"4623","Done",0,60,369,"nOPV2",15,"2016-12-03"
"4624","Done",0,60,588,"nOPV2",17,"2019-07-29"
"4625","Done",0,60,636,"IPV + bOPV",55,"2019-07-12"
"4626","Done",0,60,103,"mOPV2",55,"2019-07-12"
"4627","Done",0,60,639,"nOPV2",109,"2021-05-07"
"4628","Done",0,59,198,"nOPV2",18,"2019-07-29"
"4629","Done",0,60,748,"nOPV2",16,"2018-06-26"
"4630","Done",0,60,188,"f-IPV",107,"2018-06-26"
"4631","Done",0,60,412,"bOPV",23,"2020-02-01"
"4632","Done",0,60,755,"mOPV2",89,"2019-06-14"
"4633","Done",0,35,248,"bOPV",38,"2019-07-29"
"4634","Done",0,60,509,"bOPV",77,"2020-02-01"
"4635","Done",0,60,323,"mOPV2",89,"2023-09-29"
"4636","Done",0,60,545,"bOPV",77,"2022-03-26"
"4637","Done",0,60,519,"f-IPV",77,"2016-11-12"
"4638","Done",0,60,616,"bOPV",65,"2021-05-07"
"4639","Done",0,60,323,"bOPV",77,"2018-06-26"
"4640","Done",0,60,683,"bOPV",111,"2021-10-08"
"4641","Done",0,59,37,"bOPV",82,"2019-10-16"
"4642","Done",0,60,750,"bOPV",84,"2021-12-08"
"4643","Done",0,60,624,"nOPV2",107,"2024-03-02"
"4644","Done",0,60,437,"nOPV2",59,"2021-05-07"
"4645","Done",0,60,83,"bOPV",37,"2016-12-03"
"4646","Done",0,60,740,"bOPV",110,"2018-04-06"
"4647","Done",0,60,334,"mOPV2",87,"2018-01-20"
"4648","Done",0,60,636,"bOPV",110,"2019-07-12"
"4649","Done",0,60,183,"bOPV",55,"2016-11-12"
"4650","Done",0,60,686,"nOPV2",17,"2016-08-26"
"4651","Done",0,60,248,"nOPV2",107,"2019-07-29"
"4652","Done",0,60,94,"bOPV",111,"2019-06-14"
"4653","Done",0,60,246,"bOPV",47,"2024-03-02"
"4654","Done",0,60,234,"bOPV",26,"2023-10-13"
"4655","Done",0,60,59,"nOPV2",65,"2018-04-06"
"4656","Done",0,60,509,"mOPV2",13,"2018-04-06"
"4657","Done",0,60,19,"f-IPV",95,"2023-11-04"
"4658","Done",0,60,661,"bOPV",51,"2018-05-09"
"4659","Done",0,60,69,"bOPV",54,"2019-07-29"
"4660","Done",0,60,343,"nOPV2",26,"2017-05-19"
"4661","Done",0,60,290,"nOPV2",55,"2023-05-12"
"4662","Done",0,60,547,"nOPV2",11,"2022-07-29"
"4663","Done",0,60,387,"nOPV2",17,"2018-11-01"
"4664","Done",0,60,478,"nOPV2",50,"2019-11-30"
"4665","Done",0,60,118,"nOPV2",105,"2023-07-16"
"4666","Done",0,60,66,"nOPV2",11,"2018-06-26"
"4667","Done",0,60,550,"mOPV2",47,"2019-03-16"
"4668","Done",0,60,759,"nOPV2",55,"2017-02-25"
"4669","Done",0,60,582,"bOPV",12,"2021-05-07"
"4670","Done",0,60,663,"nOPV2",47,"2017-01-28"
"4671","Done",0,60,498,"nOPV2",83,"2022-03-26"
"4672","Done",0,60,499,"bOPV",83,"2019-07-12"
"4673","Done",2,59,199,"nOPV2",22,"2023-07-16"
"4674","Done",0,59,183,"nOPV2",38,"2023-10-13"
"4675","Done",2,60,165,"IPV",106,"2019-03-16"
"4676","Done",0,60,563,"mOPV2",93,"2022-02-19"
"4677","Done",0,60,187,"nOPV2",18,"2018-03-02"
"4678","Done",0,60,347,"mOPV2",31,"2023-12-14"
"4679","Done",0,60,657,"bOPV",91,"2021-10-08"
"4680","Done",0,60,330,"bOPV",89,"2016-10-14"
"4681","Done",0,59,457,"nOPV2",38,"2020-02-01"
"4682","Done",0,60,738,"nOPV2",43,"2021-06-25"
"4683","Done",0,60,527,"nOPV2",19,"2017-06-30"
"4684","Done",0,60,529,"nOPV2",44,"2021-05-07"
"4685","Done",0,60,675,"mOPV2",12,"2020-10-16"
"4686","Done",0,60,694,"f-IPV",95,"2019-11-30"
"4687","Done",0,60,202,"nOPV2",102,"2017-04-21"
"4688","Done",0,60,186,"nOPV2",52,"2019-07-29"
"4689","Done",0,60,244,"nOPV2",111,"2022-12-17"
"4690","Done",0,60,62,"bOPV",18,"2018-06-26"
"4691","Done",0,60,198,"nOPV2",94,"2017-06-30"
"4692","Done",0,60,464,"nOPV2",6,"2020-02-01"
"4693","Done",0,60,485,"nOPV2",110,"2018-04-06"
"4694","Done",0,60,660,"nOPV2",54,"2018-04-06"
"4695","Done",0,60,5,"bOPV",65,"2017-06-30"
"4696","Done",0,60,434,"nOPV2",41,"2018-04-06"
"4697","Done",0,60,94,"bOPV",38,"2017-02-25"
"4698","Done",0,60,531,"bOPV",94,"2017-03-25"
"4699","Done",0,60,327,"bOPV",18,"2021-12-08"
"4700","Done",0,60,558,"bOPV",26,"2017-06-30"
"4701","Done",0,60,697,"nOPV2",15,"2017-04-21"
"4702","Done",0,60,110,"IPV + bOPV",20,"2017-10-13"
"4703","Done",0,60,181,"nOPV2",107,"2019-07-29"
"4704","Done",0,60,2,"f-IPV",93,"2019-07-29"
"4705","Done",0,60,1,"nOPV2",68,"2020-10-16"
"4706","Done",0,60,352,"bOPV",68,"2024-03-02"
"4707","Done",0,60,204,"nOPV2",51,"2022-09-30"
"4708","Done",0,60,355,"nOPV2",11,"2023-09-29"
"4709","Done",0,60,213,"bOPV",8,"2023-12-14"
"4710","Done",0,60,171,"nOPV2",22,"2019-07-29"
"4711","Done",0,59,686,"bOPV",23,"2023-11-04"
"4712","Done",0,60,761,"nOPV2",44,"2023-11-04"
"4713","Done",0,60,67,"bOPV",14,"2022-03-26"
"4714","Done",0,60,397,"mOPV2",81,"2020-02-01"
"4715","Done",0,60,335,"bOPV",55,"2022-01-22"
"4716","Done",0,59,14,"nOPV2",20,"2021-09-03"
"4717","Done",0,60,498,"bOPV",41,"2016-12-03"
"4718","Done",0,60,77,"nOPV2",38,"2020-02-01"
"4719","Done",0,60,503,"nOPV2",68,"2016-09-16"
"4720","Done",0,35,651,"nOPV2",20,"2017-04-21"
"4721","Done",0,60,549,"nOPV2",25,"2019-11-30"
"4722","Done",0,60,134,"nOPV2",19,"2022-07-29"
"4723","Done",0,60,735,"bOPV",55,"2019-01-26"
"4724","Done",0,60,643,"nOPV2",68,"2019-07-29"
"4725","Done",0,60,560,"nOPV2",90,"2022-05-13"
"4726","Done",0,60,534,"bOPV",45,"2023-11-04"
"4727","Done",0,60,247,"bOPV",47,"2023-11-04"
"4728","Done",0,60,668,"bOPV",95,"2018-12-08"
"4729","Done",0,60,628,"mOPV2",17,"2022-09-02"
"4730","Done",0,60,83,"nOPV2",44,"2021-05-07"
"4731","Done",0,60,631,"bOPV",111,"2023-09-29"
"4732","Done",0,60,738,"bOPV",77,"2019-07-12"
"4733","Done",0,60,193,"nOPV2",15,"2018-01-20"
"4734","Done",0,60,737,"bOPV",50,"2016-07-22"
"4735","Done",0,60,145,"bOPV",36,"2022-05-13"
"4736","Done",0,60,658,"bOPV",90,"2020-02-01"
"4737","Done",0,60,530,"nOPV2",54,"2019-07-12"
"4738","Done",0,60,735,"bOPV",41,"2023-12-14"
"4739","Done",0,60,575,"mOPV2",97,"2019-07-12"
"4740","Done",0,60,742,"bOPV",48,"2022-09-30"
"4741","Done",0,60,747,"mOPV2",60,"2017-10-13"
"4742","Done",0,59,351,"nOPV2",13,"2017-04-21"
"4743","Done",0,60,317,"bOPV",68,"2023-12-14"
"4744","Done",0,60,421,"IPV + bOPV",48,"2021-06-25"
"4745","Done",0,60,481,"nOPV2",26,"2016-09-16"
"4746","Done",0,60,314,"bOPV",111,"2020-11-14"
"4747","Done",0,60,588,"bOPV",44,"2020-02-01"
"4748","Done",0,60,474,"nOPV2",18,"2023-09-29"
"4749","Done",0,60,750,"bOPV",111,"2021-06-18"
"4750","Done",0,60,603,"nOPV2",68,"2019-11-30"
"4751","Done",0,60,7,"mOPV2",42,"2021-10-08"
"4752","Done",2,60,287,"nOPV2",12,"2017-06-30"
"4753","Done",0,60,398,"bOPV",95,"2021-05-07"
"4754","Done",0,60,125,"nOPV2",68,"2023-11-04"
"4755","Done",0,60,358,"f-IPV",64,"2019-07-12"
"4756","Done",0,60,116,"mOPV2",68,"2019-07-29"
"4757","Done",0,60,473,"bOPV",78,"2022-12-17"
"4758","Done",0,60,755,"bOPV",111,"2020-10-16"
"4759","Done",0,60,115,"bOPV",50,"2024-03-02"
"4760","Done",0,60,449,"bOPV",48,"2019-01-26"
"4761","Done",0,60,337,"bOPV",65,"2020-10-16"
"4762","Done",0,60,125,"bOPV",55,"2022-05-13"
"4763","Done",0,60,453,"nOPV2",94,"2017-02-25"
"4764","Done",0,60,475,"f-IPV",111,"2022-12-17"
"4765","Done",0,60,35,"nOPV2",51,"2017-01-28"
"4766","Done",0,60,259,"bOPV",76,"2022-03-26"
"4767","Done",0,60,501,"nOPV2",93,"2022-01-22"
"4768","Done",0,60,475,"bOPV",35,"2022-03-26"
"4769","Done",0,60,653,"bOPV",20,"2021-12-08"
"4770","Done",0,60,584,"bOPV",107,"2022-07-29"
"4771","Done",0,60,329,"bOPV",13,"2017-06-30"
"4772","Done",0,60,139,"nOPV2",44,"2016-08-26"
"4773","Done",0,60,367,"bOPV",17,"2023-07-16"
"4774","Done",0,60,501,"mOPV2",95,"2018-12-08"
"4775","Done",0,60,506,"bOPV",19,"2023-12-14"
"4776","Done",0,60,502,"nOPV2",17,"2017-03-25"
"4777","Done",0,60,507,"bOPV",22,"2016-05-08"
"4778","Done",0,60,509,"nOPV2",22,"2019-07-29"
"4779","Done",0,60,506,"nOPV2",26,"2017-10-13"
"4780","Done",0,60,343,"nOPV2",78,"2018-01-20"
"4781","Done",0,60,31,"bOPV",12,"2023-12-14"
"4782","Done",0,59,276,"nOPV2",12,"2021-06-25"
"4783","Done",0,60,628,"bOPV",109,"2017-03-25"
"4784","Done",0,60,326,"nOPV2",94,"2023-12-14"
"4785","Done",0,60,320,"bOPV",94,"2017-03-25"
"4786","Done",0,60,510,"mOPV2",97,"2017-01-28"
"4787","Done",0,60,448,"bOPV",107,"2021-05-07"
"4788","Done",0,60,520,"bOPV",29,"2019-07-29"
"4789","Done",0,60,738,"nOPV2",109,"2017-01-28"
"4790","Done",0,60,127,"bOPV",77,"2016-12-03"
"4791","Done",0,60,419,"nOPV2",111,"2024-03-02"
"4792","Done",0,60,2,"bOPV",95,"2017-04-21"
"4793","Done",0,60,501,"nOPV2",103,"2021-05-07"
"4794","Done",0,60,243,"nOPV2",83,"2017-01-28"
"4795","Done",0,60,732,"nOPV2",94,"2023-09-29"
"4796","Done",0,60,719,"bOPV",38,"2018-11-03"
"4797","Done",0,60,339,"nOPV2",25,"2023-12-14"
"4798","Done",0,59,744,"nOPV2",55,"2019-07-29"
"4799","Done",2,60,2,"bOPV",50,"2022-01-22"
"4800","Done",0,60,468,"nOPV2",65,"2018-04-06"
"4801","Done",0,60,673,"nOPV2",18,"2018-04-06"
"4802","Done",0,60,294,"mOPV2",100,"2019-07-12"
"4803","Done",0,60,702,"nOPV2",110,"2019-12-01"
"4804","Done",2,60,418,"nOPV2",20,"2023-09-29"
"4805","Done",0,60,343,"bOPV",29,"2017-11-04"
"4806","Done",0,60,176,"nOPV2",64,"2023-09-29"
"4807","Done",0,60,257,"bOPV",111,"2022-03-26"
"4808","Done",0,60,595,"nOPV2",89,"2018-12-08"
"4809","Done",0,60,304,"mOPV2",15,"2023-01-20"
"4810","Done",0,60,437,"nOPV2",90,"2021-07-30"
"4811","Done",0,60,213,"nOPV2",102,"2016-12-03"
"4812","Done",0,59,235,"nOPV2",28,"2017-03-25"
"4813","Done",2,60,690,"bOPV",20,"2021-05-07"
"4814","Done",0,60,746,"bOPV",22,"2023-09-29"
"4815","Done",0,60,339,"bOPV",110,"2016-09-16"
"4816","Done",0,60,769,"nOPV2",55,"2018-12-08"
"4817","Done",0,60,549,"mOPV2",16,"2017-10-13"
"4818","Done",0,60,604,"bOPV",43,"2017-10-13"
"4819","Done",0,60,541,"nOPV2",44,"2018-03-02"
"4820","Done",0,60,27,"nOPV2",93,"2016-09-16"
"4821","Done",0,60,306,"bOPV",48,"2023-07-16"
"4822","Done",0,60,88,"bOPV",94,"2023-10-13"
"4823","Done",0,60,352,"nOPV2",43,"2021-04-23"
"4824","Done",0,60,368,"nOPV2",95,"2016-12-03"
"4825","Done",0,60,353,"nOPV2",17,"2017-04-21"
"4826","Done",0,60,740,"nOPV2",50,"2019-11-30"
"4827","Done",0,60,218,"bOPV",42,"2016-09-16"
"4828","Done",0,35,593,"nOPV2",55,"2016-12-16"
"4829","Done",0,60,527,"nOPV2",45,"2018-06-26"
"4830","Done",0,60,403,"bOPV",109,"2021-12-08"
"4831","Done",0,60,234,"bOPV",110,"2021-05-07"
"4832","Done",0,60,430,"bOPV",110,"2023-10-13"
"4833","Done",0,60,549,"bOPV",91,"2021-09-03"
"4834","Done",0,60,232,"bOPV",87,"2021-10-08"
"4835","Done",0,60,167,"f-IPV",107,"2018-11-03"
"4836","Done",0,60,630,"bOPV",17,"2019-07-29"
"4837","Done",0,60,484,"nOPV2",106,"2024-03-02"
"4838","Done",0,60,668,"bOPV",43,"2019-12-01"
"4839","Done",0,60,37,"bOPV",11,"2022-05-13"
"4840","Done",0,60,151,"bOPV",94,"2024-03-02"
"4841","Done",0,60,87,"bOPV",112,"2019-07-29"
"4842","Done",0,60,221,"bOPV",94,"2023-09-29"
"4843","Done",0,60,139,"bOPV",111,"2019-01-26"
"4844","Done",0,60,434,"nOPV2",48,"2017-02-25"
"4845","Done",0,60,520,"bOPV",88,"2022-01-22"
"4846","Done",0,60,602,"nOPV2",35,"2016-12-03"
"4847","Done",0,60,265,"mOPV2",92,"2018-04-06"
"4848","Done",0,60,331,"bOPV",94,"2023-01-20"
"4849","Done",0,60,525,"bOPV",107,"2017-01-28"
"4850","Done",0,60,282,"nOPV2",83,"2023-11-04"
"4851","Done",0,60,401,"bOPV",20,"2021-09-03"
"4852","Done",0,60,581,"bOPV",1,"2020-02-01"
"4853","Done",0,60,1,"nOPV2",106,"2017-06-30"
"4854","Done",0,60,54,"bOPV",82,"2023-10-13"
"4855","Done",0,60,14,"nOPV2",91,"2017-04-21"
"4856","Done",0,60,457,"nOPV2",45,"2022-07-29"
"4857","Done",0,60,629,"f-IPV",42,"2018-06-26"
"4858","Done",0,60,21,"nOPV2",44,"2021-10-08"
"4859","Done",0,60,301,"nOPV2",101,"2022-05-13"
"4860","Done",0,60,605,"bOPV",111,"2020-02-01"
"4861","Done",0,60,74,"nOPV2",95,"2021-09-03"
"4862","Done",0,60,617,"nOPV2",11,"2016-07-08"
"4863","Done",0,60,290,"bOPV",20,"2021-09-03"
"4864","Done",0,60,634,"IPV + bOPV",89,"2019-07-29"
"4865","Done",0,60,276,"bOPV",25,"2020-10-16"
"4866","Done",0,60,631,"nOPV2",93,"2019-12-01"
"4867","Done",0,60,154,"bOPV",65,"2023-12-14"
"4868","Done",0,60,533,"bOPV",18,"2021-10-08"
"4869","Done",0,60,402,"bOPV",65,"2016-09-16"
"4870","Done",0,60,364,"bOPV",25,"2017-10-13"
"4871","Done",0,60,679,"nOPV2",89,"2019-01-26"
"4872","Done",0,60,319,"bOPV",94,"2021-12-08"
"4873","Done",0,60,760,"mOPV2",95,"2022-05-13"
"4874","Done",0,60,473,"bOPV",98,"2016-12-03"
"4875","Done",0,60,620,"nOPV2",46,"2018-04-06"
"4876","Done",0,60,77,"nOPV2",44,"2023-09-29"
"4877","Done",0,60,148,"IPV + bOPV",111,"2019-07-29"
"4878","Done",0,60,606,"nOPV2",68,"2022-05-13"
"4879","Done",0,60,129,"bOPV",55,"2020-10-16"
"4880","Done",0,60,1,"bOPV",95,"2017-03-25"
"4881","Done",0,60,753,"nOPV2",77,"2019-07-29"
"4882","Done",0,60,419,"bOPV",52,"2020-10-16"
"4883","Done",0,60,444,"bOPV",50,"2016-10-14"
"4884","Done",0,60,196,"nOPV2",111,"2017-01-28"
"4885","Done",0,60,642,"bOPV",107,"2018-01-20"
"4886","Done",0,60,113,"mOPV2",17,"2023-09-29"
"4887","Done",0,60,479,"mOPV2",107,"2022-05-13"
"4888","Done",0,60,37,"bOPV",1,"2020-02-01"
"4889","Done",0,60,597,"f-IPV",77,"2021-12-08"
"4890","Done",0,60,678,"bOPV",77,"2018-05-09"
"4891","Done",0,60,194,"nOPV2",38,"2020-02-01"
"4892","Done",0,60,619,"nOPV2",18,"2021-10-08"
"4893","Done",0,60,761,"bOPV",95,"2018-12-08"
"4894","Done",0,60,43,"mOPV2",7,"2021-05-07"
"4895","Done",0,60,727,"bOPV",78,"2023-01-20"
"4896","Done",0,60,432,"nOPV2",68,"2016-12-03"
"4897","Done",0,60,414,"IPV + bOPV",90,"2022-09-02"
"4898","Done",0,59,98,"nOPV2",92,"2022-05-13"
"4899","Done",0,60,189,"bOPV",20,"2016-07-08"
"4900","Done",0,60,545,"bOPV",86,"2018-04-06"
"4901","Done",0,59,606,"bOPV",95,"2016-09-16"
"4902","Done",0,60,23,"f-IPV",97,"2023-12-14"
"4903","Done",0,60,385,"bOPV",20,"2023-11-04"
"4904","Done",0,60,542,"bOPV",95,"2023-10-13"
"4905","Done",0,59,249,"bOPV",89,"2016-06-24"
"4906","Done",0,60,275,"nOPV2",88,"2019-07-12"
"4907","Done",0,60,127,"f-IPV",18,"2016-11-12"
"4908","Done",0,60,675,"f-IPV",14,"2021-05-07"
"4909","Done",0,60,612,"bOPV",107,"2018-11-01"
"4910","Done",0,60,580,"bOPV",43,"2016-10-14"
"4911","Done",0,60,535,"nOPV2",13,"2019-07-29"
"4912","Done",0,60,238,"nOPV2",65,"2018-06-26"
"4913","Done",0,60,594,"bOPV",98,"2017-02-25"
"4914","Done",0,60,208,"bOPV",29,"2018-01-20"
"4915","Done",0,60,606,"bOPV",107,"2021-03-13"
"4916","Done",0,60,34,"mOPV2",47,"2017-06-30"
"4917","Done",0,60,91,"bOPV",108,"2016-06-10"
"4918","Done",0,60,141,"nOPV2",64,"2019-07-12"
"4919","Done",0,60,247,"f-IPV",77,"2017-03-25"
"4920","Done",0,60,692,"f-IPV",11,"2019-07-12"
"4921","Done",0,60,222,"nOPV2",1,"2018-04-06"
"4922","Done",0,60,454,"nOPV2",38,"2023-09-29"
"4923","Done",0,60,439,"nOPV2",44,"2021-09-24"
"4924","Done",0,60,83,"f-IPV",89,"2024-03-02"
"4925","Done",0,60,760,"bOPV",106,"2022-01-22"
"4926","Done",0,60,742,"mOPV2",42,"2017-03-25"
"4927","Done",0,60,285,"mOPV2",99,"2019-10-16"
"4928","Done",0,60,662,"nOPV2",38,"2019-07-29"
"4929","Done",0,60,46,"bOPV",85,"2017-04-21"
"4930","Done",0,60,749,"bOPV",82,"2017-03-25"
"4931","Done",0,60,285,"nOPV2",90,"2018-06-26"
"4932","Done",0,60,568,"nOPV2",20,"2017-03-25"
"4933","Done",0,59,756,"mOPV2",16,"2022-03-26"
"4934","Done",0,60,73,"nOPV2",77,"2023-10-13"
"4935","Done",0,60,129,"bOPV",106,"2017-04-21"
"4936","Done",0,60,269,"nOPV2",14,"2020-10-16"
"4937","Done",0,60,670,"bOPV",111,"2018-06-26"
"4938","Done",0,60,30,"bOPV",68,"2017-04-21"
"4939","Done",0,60,134,"nOPV2",64,"2021-09-24"
"4940","Done",0,60,395,"bOPV",77,"2018-12-08"
"4941","Done",0,60,712,"nOPV2",20,"2019-12-01"
"4942","Done",0,60,718,"bOPV",18,"2023-12-14"
"4943","Done",0,60,739,"mOPV2",72,"2016-12-03"
"4944","Done",0,60,371,"f-IPV",65,"2019-07-29"
"4945","Done",0,60,153,"mOPV2",100,"2019-04-12"
"4946","Done",0,60,210,"nOPV2",95,"2023-12-14"
"4947","Done",0,60,707,"mOPV2",42,"2021-05-07"
"4948","Done",0,60,226,"IPV + bOPV",19,"2022-07-29"
"4949","Done",0,60,307,"mOPV2",107,"2022-01-22"
"4950","Done",0,60,642,"bOPV",95,"2022-01-22"
"4951","Done",0,60,695,"bOPV",105,"2021-05-07"
"4952","Done",0,60,580,"nOPV2",1,"2019-12-01"
"4953","Done",0,59,231,"bOPV",77,"2019-11-30"
"4954","Done",0,60,36,"bOPV",81,"2021-06-18"
"4955","Done",0,60,211,"nOPV2",47,"2023-12-14"
